id,fileName,article,summary
15,053887bba0e4659de7b6260e5406fc8ca33be8f6,"The wife of late Linkin Park frontman Chester Bennington has shared footage of him laughing and having fun with his family just hours before his death .
Talinda Bennington posted the 40 second video on Twitter on Saturday saying depression does not have a particular face or a mood .
` This is what depression looked like to us just 36 hrs b4 his death . He loved us SO much & we loved him , ' she wrote alongside the video of the father-of-six .
Chester , who was 41 when he died of suicide on July 20 , was filmed sitting beside his son as they experimented eating strange flavored jelly beans .
His widow has gradually been growing an online community to support people with depression and people who have been impacted by suicide ever since Chester 's death .
She regularly uses the hashtags ' # f**k depress ' and ` MakeChesterProud ' .
It comes just days after Chester 's 15-year-old son Draven Bennington released three videos for National Suicide Prevention Week in the wake of his father 's death .
He appears alone in one video , alongside his mother and the singer 's first wife Samantha in the second video and for the final video in the series discusses suicide warning signs with Angelica Guajardo , a local marriage and family therapist .
` Hi , I 'm Draven Bennington , and I 'm here on National Suicide Prevention Week , ' says the teenager in the first video , while the music to his father 's hit song ` Numb ' plays in the background .
' I want to make a commitment that I will talk to someone before I hurt myself when I 'm feeling depressed , sad or going through a hard week , month or year . '
He then states : ' I want to challenge you to do the same - to help yourself , not hurt yourself . '
When asked what warning signs he saw before his father 's death , Draven says : ` He was really good at hiding it . I saw him a week before and I would not be able to tell one thing that was different . '
The boy then adds : ' I thought everything was going great . '
Draven went to say that he now believes his father planned the visit so that the two could spend time together before he took his life .
If you or anyone you know needs support , contact the Suicide Prevention Lifeline on 1-800-273-TALK .",The wife of the late Linkin Park frontman shared footage of him laughing just 36 hours before he took his own life on July 20
16,b2ad4524de6489c71b4d507671fdbb39b71b4687,"One of Donald Trump 's private helicopters was involved in an accident in New York while coming in to land .
The Sikorsky S-76B helicopter clipped a perimeter fence at the West Side Heliport , along the Hudson River , last month .
The impact was enough to rip the rotor blades off and leave the aircraft grounded , though nobody was injured .
Images given to Page Six show the helicopter had to be winched free , though only after paper had been taped over Trump 's name to obscure it .
Witness told the paper that the accident was the result of a bad landing .
The FAA confirmed an investigation , but said all questions should be directed to the White House , which did n't comment .
The Trump Organization also failed to comment when asked by Page Six .
It is not known who was on board the aircraft at the time , though it is often used by family members of Mr Trump .
The billionaire is not allowed to fly in the helicopter himself , and instead must use either Air Force One or Marine One .",Billionaire 's private helicopter was coming in to land at Hudson River heliport
17,cff5a03cea5e23931fd95be2cedb61324d5f3c33,"A man who murdered his millionaire author fiancé for her fortune got his hands on just a few thousands pounds .
Ian Stewart drugged Helen Bailey with sleeping pills before suffocating her and dumping her body in a cess pit under the garage of their # 1.5 million home in Royston , Hertfordshire .
Ms Bailey , 51 , who wrote the Electra Brown series of books , was reported missing in April last year , but her remains were not discovered by the police until three months later .
Stewart , 56 , was later sentenced to life with a minimum term of 34 years after being found guilty of murder . He will not be able to apply for parole until he is 90 .
Today Stewart appeared again at St Albans crown court via a video link from Bedford prison for a confiscation hearing .
Wearing a blue shirt , he spoke only to confirm his name .
Prosecutor Stuart Trimmer QC said it has been ascertained that the only financial benefit Stewart obtained was # 10,200 that he had transferred into a joint account that he shared with his fiancée .
After her disappearance he electronically altered a standing order paid from Helen 's account from # 600 to # 4,000 a month .
He had spent # 3,154 , on renewing Arsenal FC season tickets , but the rest of the money remained in this account .
Mr Trimmer said the confiscation hearing had been delayed because the crown wanted to check that Stewart would not acquire Helen 's share of the couple 's home , Hartwell Lodge .
He said that under the 1982 Forfeiture Act , Stewart 's conviction for murder meant he would not profit from their joint tenancy .
Judge Andrew Bright QC made a confiscation order for # 5,100 - half of the money in the joint account , which is currently frozen . He told Stewart : `` You have assets that outweight that figure . You have 28 days to pay . The alternative is a month in jail . ''",Ian Stewart was jailed for 34 years for murdering children 's author Helen Bailey
18,3ebe744c3c49b00908d28dc7db2ab1ef2fe6e592,"Pioneering new ` eco-friendly underpants ' promise to banish dreaded summer bum-chafing in runners forever .
Irritable cheeks plague thousands of avid joggers , with the unpleasant sensation in their posterior often triggered by nylon rubbing .
But Finnish designers claim their new range of boxer shorts made from recycled material are a cure - both the pain and the world 's oceans .
The Other Danish Guy has unveiled its # 30 underwear designed for those men with an active lifestyle - with a female range coming soon .
Produced using fishing nets and other goods salvaged during dives , the firm behind the invention says it 's helping clean-up the world 's seas .
It offers a 100 per cent guarantee that it wo n't cause any irritable cheeks , often brought on by exercising and playing sports .
Most importantly , it says the material used is much softer and more comfortable against the skin than traditional nylon .
Recycled material

The Other Danish Guy 's founder Tommi Lähde said : ` For us , using recycled nylon yarn made from ocean garbage was a two-fold decision .
` We want to change the world for the better , and we also discovered this type of nylon is actually much softer and more comfortable against the skin .
` The fabric we use is n't cheap because of its origin ; recycled materials cost more than traditionally-made ones . '
Soft material
He added : ` But it is the softest and most breathable material of its type on the market . '

The secret is the ` SmoothShell ' material used - a revolutionary , fast-drying fabric which has an ` outstandingly soft touch ' .
Mr Lähde said the idea came after he shared a hotel room with a close friend who was suffering from extreme bum chafing .
He added : ` He 'd just got off a long haul flight and then went for a run , and because he was wearing ill-fitting pants that did n't wick away his sweat , his bum was red raw and bleeding .
' I had to watch the delightful scenes as he massaged soothing lotion into his downstairs areas before my very eyes .
` And we knew then that we could design a product to put an end to such nightmare scenarios . '
Fishing nets salvaged from the ocean floor and other industrial plastic waste is collected through a worldwide initiative .
How are they made ?
A process called depolymerisation , outsourced to an Italian firm , then turns the items into yarn .
This special yarn is then woven into the material used in the firm 's Ocean Discovery range of underwear .
A successful crowdfunding campaign helped raise more than double the # 15,415 -LRB- $ 20,000 -RRB- the firm intended to .
Following the success on Indiegogo , it plans to start shipping the innovative boxers worldwide later this month . It also hopes to design a range for women using the new technique in the foreseeable future .
Chafing buttocks

Chafing of the buttocks or the bottom crevice is a common affliction for runners and cyclists .
It 's either caused by skin rubbing on clothing , or skin rubbing on other areas of skin , and it 's exacerbated by excess moisture from sweating or during hot weather .
The Other Danish Guy 's co-founder Matti Pesonen said : ` Most runners will happily talk about nipple rub .
` But bum chafing is much more of a taboo subject - even though it happens a lot more than people might admit .","Irritable cheeks plague thousands , with the sensation most common in summer"
19,5eba6b4cf68231624c16ab7f5f169203d4b16587,"A community in Indiana has rallied around a 17-year-old girl to help her complete her bucket list before she dies of a rare muscle cancer .
Audrey Lupton , of Indianapolis , was told in February that she only had a few months to live after being diagnosed with rhabdomyosarcoma , a cancer that is described as fast growing and needs intense treatment .
On Friday , doctors told Audrey that she had just two weeks to live , and now friends and family are helping her finish off her bucket list .
Despite being a rising senior at University High School in Carmel , Audrey given a high school diploma on Monday .
That helped her score one goal on her bucket list , when teachers surprised her with college acceptance letters .

The goals on Audrey 's list include : visiting Michigan , where she went to summer camp , one last time ; finish reading the Harry Potter series ; write her own children 's book ; get accepted to college ; pull off a senior prank ; and go strawberry picking with friends and picnic at the Indianapolis Museum of Art 's park .
Audrey completed a senior prank on Friday , according to the IndyStar , when she and friends snuck into the school and decorated a teacher 's classroom with Ohio State gear . The teacher is a Michigan fan .
Her father is reading her Harry Potter , and teachers brought her Michigan-made food , including Zingermann 's coffee cake from Ann Arbor , Michigan , and fudge from Mackinac Island .
Teachers have also decided to get her children 's book , about hospital items trying to save a girl from cancer , bound and copied .
Audrey was also brought boxes of strawberries from teachers and asked that her friends would picnic at the museum together every July .
After Audrey 's diagnosis , her group of 16 friends , who call themselves Audrey 's Army , jumped into action .
By the end of the school year , the school raised $ 14,000 for Riley Children Foundation 's dance marathon in Audrey 's honor .
On Monday , more than 50 friends , teachers and family members gathered for Audrey 's high school graduation ceremony at Riley Hospital .
There was a poem reading , musical performances and speeches before Audrey was presented with her diploma .
Then , Audrey received a surprise : She was accepted to more than six colleges , allowing her to complete her bucket list .
Audrey 's math teacher and mentor , Jenny Cox , worked with school counselors to complete college applications .
They emailed colleges across the nation , telling them Audrey 's story and attaching her application and letters of recommendation .
She was accepted to Butler , Loyola , Middlebury , Ball State and the Art Institute of Chicago , among others .
Rhabdomyosarcoma is a rare form of muscle cancer that affects 350 people each year .
The cancer usually affects people of all age groups and targets muscles in the trunk , arms and legs .
The cancer cells generally grow quickly and require intense treatment .
` Those were two of my reach schools , ' Audrey said after being accepted into Butler and the Art Institute of Chicago . ` It 's definitely been crazy . ... I just feel really honored . I feel really special . '
Audrey left her friends with what she expects from each of them and what she 's like them to do with their lives .
` It will give them a task to do when I 'm gone , ' she said .
Audrey 's mother , Suzanne , said the day was bittersweet .
` This was one of the happiest days of our life and not only because it celebrated the daughter we dearly love but also because the work this community did to make us feel that she completed a portion of her life that was important , ' Suzanne told Fox 59 .
' I think the thing to take from her is what she 's learned which is the value of living life for today , ' she added .
There are only 350 cases of rhabdomyosarcoma diagnosed in the United States each year .","Audrey Lupton , 17 , was told in February that she only had a few months to live"
20,ed97d8ae13bee07131c240f6c5bcf86ffb67e951,"Offices and classrooms across the country are emptier than usual as Australia goes through one of its worst flu seasons in years .
Almost half of the 88,357 cases of flu in Australia this year have been in New South Wales , the Daily Telegraph reports .
In Queensland , dozens of extra frontline medical staff and hospital beds are being brought on amid the unprecedented flu season .
Health and Ambulance Services Minister Cameron Dick said 19,216 flu cases had been confirmed in the state this year .
Mr Dick said new models of care , an extra 90 hospitals beds and 40 additional paramedics would be brought on by September after a 13 per cent rise in emergency help calls for the flu .
` The most significant growth has been in Code 1 cases , the most critical patients , where there has been a 22 per cent increase in the past week , compared to the same period last year , ' he said .
Meanwhile , NSW health authorities say almost 10,000 people arrived at emergency departments with flu-like symptoms last week .
More than 42,000 people have been hit by flu since the start of the year -- with businesses reporting that sick employees are taking up to a week off work because of it , according to the Telegraph .
Frank Ribuot , the boss of recruitment firm Randstad , told the newspaper that it had seen a 10 per cent rise in the demand for temporary staff in recent weeks -- particularly those in ` frontline ' roles such as teachers , receptionists and customer service workers .
A single strain of flu is the usually the cause of outbreaks , but this year , there are four : two types of influenza A and two types of influenza B strains .
Dr Vicky Sheppeard , NSW Health 's Director Communicable Diseases , said people with flu symptoms should take extra care to avoid spreading their infection .
` Covering coughs and sneezes with a tissue , disposing of used tissues and washing hands thoroughly and often are simple precautions people can take from spreading flu , ' Dr Sheppeard said .
` We are seeing high levels of both influenza A and B strains circulating in the community , which places vulnerable people at high risk of catching the influenza and developing severe complications . '
Dr Sheppeard said people with flu symptoms should also avoid going out unless it 's to see their doctor , and they should stay away from school and work until they have fully recovered .
Influenza , or flu , is a highly contagious respiratory illness caused by influenza viruses .
There are three main types of influenza virus that cause infection in humans - types A , B and C - and many sub-types or strains . Influenza can occur throughout the year , but influenza activity usually peaks in winter .
Influenza is a vaccine-preventable illness but a new vaccine needs to be given each year because influenza viruses change -LRB- mutate -RRB- constantly . A new influenza vaccine is prepared each year to best match the strains predicted for the coming influenza season .
People with influenza typically experience some or all of the following symptoms : fever and chills ; cough , sore throat and runny or stuffy nose ; muscle aches , joint pains ; headaches and fatigue ; nausea , vomiting and diarrhoea -LRB- more common in children than adults -RRB- .
Some symptoms may last for more than a week . Some people may also experience very mild symptoms , particularly if they have some immunity from a previous infection or vaccination .
Seek immediate medical advice if the illness quickly becomes worse or if any of the following symptoms occur : shortness of breath or rapid breathing ; chest pain ; confusion or sudden dizziness and persistent vomiting .
-LRB- Source : NSW Health -RRB-",Almost half of flu cases in Australia this year have been in New South Wales
21,4dda9eacc1cf419963b446c60244444bf4e15bc6,"It was another disappointing downward slide for Megyn Kelly this week , as her NBC news magazine once again decreased in total viewers .
` Sunday Night With Megyn Kelly ' pulled in just 3.1 million viewers according to Nielsen , matching its previous low in the key demo of adults 18 to 49 with a .4 rating and a 2 share .
On her most recent episode , Kelly spoke with victims of sexual harassment working in Silicon Valley while NBC News reporter Katy Turr reported on the Trump administration 's current Russia scandal .
This is the fifth straight episode that has posted a loss in total viewers since Kelly premiered her show in early June .
The total audience for Kelly 's show on Sunday was half the number she pulled in for her premiere , with 6.1 million viewers watching her sit down with Vladimir Putin .
Scroll down for video
` Sunday Night ' was beat once again by repeats of both ` America 's Funniest Home Videos ' and '60 Minutes , ' with the ABC comedy hour actually beating the CBS staple in the key demo .
` Funniest ' got 4.25 million viewers , which was good for a .7 rating and 3 share in the key demo .
'60 Minutes ' still won the hour in total viewers with 5.9 million homes tuning in for the program .
This latest slip in viewers comes during the same week that it was announced Kelly 's morning show would premiere September 25 on NBC .
The show also scored over 500,000 less viewers and had a lower share in the key demo than a rerun of ` Dateline ' that aired in the time slot one week prior , over Fourth of July holiday weekend .
Kelly did however pull in the highest numbers of the night for NBC , who had less than 3million people tune in to repeats of ` The Wall ' at 8pm and a two-hour episode of ` America Ninja Warrior ' at 9pm .
And while ratings have not yet been released , it is safe to say that the premiere of the HBO hit series ` Gamw of Thrones ' won the night on Sunday .","` Sunday Night With Megyn ' had just 3.1 million total viewers this weekend , a new low for the series"
22,f124a16f9094f35c197aedacede3426a0475e2a4,"Here is everything you need to know about the best moments from this weekend 's Championship fixtures .
All Eyes On Fry
Only 11 Under 20 English players featured in the Championship on Saturday , a hugely disappointing number for anyone looking to build the next generation of England footballers . One of the 11 was Middlesbrough 's Dael Fry , who started for the visit of Sheffield United despite a disappointing loan spell at Rotherham last campaign . Central defender Fry got away with a late own goal , incorrectly ruled out for offside , but he 'll be one to keep an eye on .
Harry draws blank
Jacques Maghoma was the match winner for Birmingham , cutting in from the left and firing home . Harry Redknapp was reminded of one man , but his player was n't taken by the comparison : ` He 's got good ability and he came inside ... I said it was like John Robertson , ' said the veteran manager . ` He did n't have a clue what I was talking about . '
Mick does the trick



As a neutral , it 's difficult not to like Mick McCarthy , who can add a joke to the oddly serious world of football which , it has to be remembered , is a game about kicking a ball .
But after a few years in the doldrums and some questionable football , Ipswich fans ended last season wanting change in the dug-out . McCarthy earned some breathing space with an opening-day win . And on his return to his hometown of Barnsley , he oversaw a two-goal turnaround -- goals scored by his two half-time substitutes .
Nightmare start
You train all week . You convince the manager to pick you . And then you fall over 26 seconds into the match and pull someone over . Tomas Kalas had a nightmare cameo appearance for Fulham against Reading . The Chelsea loanee was sent off for hauling down Mo Barrow just outside the box . Referee Simon Hooper deemed him to be denying a clear goalscoring opportunity and off he went .
Goal of the week
Andreas Bouchalakis - Nottingham Forest v Brentford
The are great debuts and then there are great debuts . Andreas Bouchalakis got off to the ideal start with a lovely edge-of-the-box volley to put Forest a goal ahead . Then later in the game the former Olympiacos midfielder swept a sublime curled left-foot shot into the top corner . Brentford goalkeeper Daniel Bentley would have needed 10ft arms to get close .",11 Under 20 English players were fielded this weekend in England 's second tier
23,65016d94b9f492e703e244c44109c7fe88c85ec3,"Jesus Ibarra , a 19-year-old engineering student , has been barely able to walk or talk since a tear gas canister crushed part of his skull during a protest against President Nicolas Maduro and he fell unconscious into a river that carries sewage .
Chronic shortages of medicine in Venezuela forced his family to ask for drug donations so Ibarra could undergo five surgeries on his skull and treatment for infections from the Guaire river .
Ibarra , who can not return to his studies any time soon , needs to a sixth operation and therapy . It is unclear if he will fully recover .
' I speak to my son a lot , and sometimes he makes me understand it was not worth suffering this , that he regrets it , that it was a mistake , ' said Ibarra 's father Jose at their small home in the sprawling hilltop slum of Petare in Caracas .
` But other times he 's clearly telling me that it was worth fighting for a change he believes in . '
Ibarra is one of nearly 2,000 people injured during four months of fierce anti-Maduro street protests , according to the public prosecutor 's office . Rights groups think the number is probably higher .
Venezuela has been torn by political and economic crises that have led to extreme shortages of food and medicine , crushing inflation and the collapse of the local currency . Its new government structure has been criticized as a dictatorship .
Rubber bullets fired at close range , rocks , and tear gas canisters have caused most of the injuries , doctors and rights groups say . Most of those who have been hurt appear to be opposition protesters , but Maduro supporters , security forces and bystanders have also been harmed .
More than 125 people have died in the unrest since April . Thousands have been arrested .
The unpopular leftist president has said he was facing an armed insurgency intent on overthrowing him .
Opposition politicians have said they were forced to take to the streets after authorities curtailed democratic means for change . They have also accused security forces of using excessive force against protesters .
Culinary student Brian Dalati , 22 , said he was passing an opposition-manned street barricade on his way to classes in July when police mistook him for a protester . They hit him and fired buckshot at his legs , fracturing both of Dalati 's shinbones .
' I depend on my siblings to go to the bathroom , shower , brush my teeth , eat , anything . It 's infuriating , ' he said . ` They did n't have to do this . It was pure hate . Thank goodness I will be able to walk again soon . '
The government says right-wing media are too focused on injuries to protesters .
Maduro has pointed to a case in which a 21-year-old man was set afire during an opposition protest and died two weeks later . A Reuters witness said the crowd had accused the man of being a thief , but the government said he was targeted for being a Maduro supporter .
Protests have subsided since Maduro 's government established a controversial legislative superbody three weeks ago , but hundreds of Venezuelans are still struggling to nurse their wounds without medicine and state support .",Protests against deeply unpopular socialist president began four months ago
24,c3a35feb378f0e6cfc6c6ad7f4e4c1fd261f07c8,"Believing things will work out for the best makes people less likely to take control of their future , new research suggests .
For example , of those who desire easier access to abortions , 91 percent think this will inevitably occur in the future , a study review found .
This is compared to just 47 percent among those who prefer stringent termination laws , the research adds .
Lead author Todd Rogers from Harvard University , said : ` It often seems that partisans believe they are so correct that others will eventually come to see the obviousness of their correctness .
` Ironically , our findings indicate that this belief in a favorable future may diminish the likelihood that people will take action to ensure that the favorable future becomes reality . '
Happy people are healthier , research revealed in July .
Of the numerous studies investigating an association between having a sunny disposition and improved health , 65 percent found a link , a study review found .
Researchers from the universities of Utah and Virginia believe happier people may be more inclined to live a healthy lifestyle , for instance exercising regularly or not smoking .
Alternatively , being content may directly benefit the health of the heart and immune system , they add .
Yet , the extent of being cheerful 's benefits on our health is unclear , the research adds .
How the study was carried out
Researchers from the universities of Harvard and California , Berkeley , analyzed six studies investigating people 's political views , scientific beliefs , and entertainment and product preferences .
One of the studies had its participants complete an online survey on their opinion on nine unrelated topics .
These were : abortion , gay marriage , the National Basketball Association , climate change , ideology , party affiliation , President Trump , soft drinks and phones .
They were also asked how they expect these subjects will play out in the future .
Believing things will improve hinders action
Results reveal that believing things will improve or others will come round to your way of thinking makes people less likely to take action .
For example , of those who wish for easier abortion access , 91 percent think this will occur in the future .
This is compared to 47 percent among people who want termination laws to remain stringent .
` Believe they are so correct others will come to see the obviousness of their correctness '
Mr Rogers said : ` It often seems that partisans believe they are so correct that others will eventually come to see the obviousness of their correctness .
` Ironically , our findings indicate that this belief in a favorable future may diminish the likelihood that people will take action to ensure that the favorable future becomes reality .
` This pattern of findings emerges for an unexpectedly diverse range of preferences , views , and beliefs -- and it emerges across cultures .
` People biasedly believe that others will change in ways that align with their current preferences , views , and beliefs . '
The findings were published in the journal Psychological Science .","Of those who desire easier abortion access , 91 % think it will happen in the future"
25,4ea09b7f220f627a9a1d191b3102d9ac8f592ff2,"A dog is a girl 's best friend !
A video posted online shows the adorable moment a young toddler is about to leave for school , until she sees how sad her dog is .
Armed with her colorful wheeled backpack , the girl is set to depart .
But then she sees her golden retriever sitting in the corner looking miserable .
The video shows her stumbling over to give him a big hug .
The dog looks surprised at first , but then is clearly happy his tiny human is showing him affection .
Her conscious clear , the young girl can now head off to school while the pup eagerly waits for her to come home .
It is unclear who posted the video or where it was filmed .",A video shows a golden retriever sits forlornly in the corner when his favorite person gets ready for school
26,222ed954d570cf700c14da6d56a539acd5110149,"Barcelona terror attack suspect Younes Abouyaaqoub was looking like a ` hermit ' when he was gunned down by police after four days on the run , it was reported today .
The 22-year-old was said to be dressed in filthy clothes , suggesting that he had been living rough and had walked for around 30 miles from Barcelona across scrubland , woods and farmland to the area where he was killed .
Abouyaaquob , who was Europe 's most wanted man , was shot dead by two police officers yesterday afternoon on a footpath bordering vineyards in the Subirats district .
Younes Abouyaaqoub may have been trying to get help from an acquaintance just minutes before he was shot dead by police , it was reported today .
A villager near the scene of the shooting said his Argentinian neighbour had told him that a man resembling Abouyaaqoub was whistling from an orchard at the back of his home as if he was trying to get someone 's attention .
The local resident named only as Agustin said his neighbour looked out of the window at 4pm yesterday after hearing the whistling and saw a young man looking like he was ` half-drunk . '
The man then turned round and ` went away in another direction ' as if he was upset that he had not found who he was looking for .
Agustin told the El Pais newspaper that a Moroccan couple and their daughter who was aged around three had previously lived in the Argentinian 's house until about a year ago when they ` just disappeared ' .
He said : ` I do not know anything because , especially the man , he never talked to anyone . '
Agustin contacted the police after his neighbour told him what had happened .
He told the newspaper : ` He heard that he whistled as if to call attention , to ask for help , and he came face to face with him .
` When he came to explain , he was scared to death and I decided to call the police . '
Agustin claimed the man his neighbour had seen was wearing dark trousers , a blue shirt and black shoes with white soles .
The Moroccan national who was wearing a fake suicide belt and reportedly carrying three knives was tracked down soon after two sightings of him in the area .
Abouyaaqoub had been a fugitive since he killed 13 people and injured more than 100 by mowing them down in a hired van in the Las Ramblas tourist hot spot in Barcelona last Thursday .
Police finally found him on the footpath on the outskirts of the wine-producing town of Sant Sadurni D'Anoia . A report in the Spanish newspaper Lavanguardia , said : ` He looked like a hermit . He was filthy . '
The newspaper reported that Abouyaaqoub was wearing two shirts and trousers which were different from the clothing he was seen wearing immediately after his rampage in Barcelona .
It added : ` He had no backpack , no bag , no phone , no money . ' He was said to be carrying two knives and a razor with two of the blades wrapped in plastic wrap . The newspaper claimed that Abouyaaqoub died with his eyes wide open and ` his face disfigured by the impact of bullets . '
Major Josep Lluis Trapero , the chief of the Catalan Police , said two local police officers had earlier reported seeing a man looking like the suspect while they were in their patrol car in the area .
At around the same time , a local woman called in saying she was certain that she had seen Abouyaaquob running in scrubland around a vineyard close to an Amoco petrol station .
The woman claimed that her suspicions were raised as he was wearing heavy clothing including a long sleeved top on a hot afternoon . Initial reports suggested that Abouyaaquob may have been in a car after the owner of the nearby Caves Ventura Soler vineyard reported seeing a vehicle speeding down his driveway on to a dirt track .
A dramatic video of heavily armed police raiding the homes of the Barcelona terror suspects has been released .
Specialist firearms officers and plain clothed detectives can be seen searching the flats and apartments of the suspects just hours after the Thursday night attacks .
Using torches attached to guns the police sift through documents , empty cupboards and check whether domestic cooking gas bottles have booby-trapped and turned into bombs .
Detectives can be seen searching under mattress and inspecting a wardrobe wearing plastic gloves .
Wearing full-face protection , bullet proof vests and armed with machine guns and pistols squadrons of specialist police can be seen entering building after building as they search for evidence against the Barcelona and Cambrils atrocities .
The officers from the Mossos d'Esquadra police use battering rams to break-down the front door of one apartment block during a dawn raid . And they check air-vents and drainage pipes to make sure no one escapes .
In a statement describing the film said : ` This is how we went into the homes of the terrorists on Thursday night , following the attacks on Barcelona dn Cambrils . '
Nick Fagge in Barcelona
But Maria Ventura , the daughter of the owner , told Mailonline that it had turned out her father had actually seen an unmarked police car racing across her family 's land to investigate the sighting of Abouyaaquob .
Maria , 25 , said : ` My father had seen this car travelling on our land when we were closed . We later checked with the police and they told us that it was a police car with no markings on it . '
Abouyaaquob is thought to have run on to the footpath before being finally cornered by officers , around 30ft from the road about a kilometre from the main Caves Ventura Soler buildings . The spot is around 50metres from a railway line carrying inter-city trains and adjacent to a sewage treatment station .
Major Trapero said the terrorist was asked to stop and identify himself and lifted his shirt to show what appeared to be an explosive belt . Abouyaacoub then yelled , ` Allahu Akbar ' before the officers shot him down . A bomb disposal robot later confirmed his suicide belt was fake .
Police are still investigating whether he may have been receiving help from anyone in the area .
Maria Rosell , the mayor of Sant Sadurni D'Anoia , refused to identify the woman who spotted the terrorist and alerted police . She said : ` This local woman called police at around 4.30 pm to say she had seen the terrorist running near the petrol station .
` She said she was an expert in remembering faces and realised that it was the man who was wanted . The police went to check and they found him here . Local people are frightened and conscious of the situation .

` Police are looking at what brought him to this area and whether he might have had any local help . This has always been a safe and peaceful place . '
Last night Catalan police tweeted a message thanking the woman who contacted police , describing her as ` Citizenship X ' .
The tweet on the force 's official @mossos account said : ` Our gratitude to the citizenship x the decisive collaboration in the operation of #Subirats . You are an important piece to fight terrorism ' .
CCTV footage emerged yesterday of Moroccan national Abouyaaquob walking calmly through the La Boqueria food market shortly after his killing spree in Las Ramblas .
He then crossed Barcelona as a frantic hunt was underway for him and hijacked a white Ford Focus , stabbing the driver Pau Perez to death before putting the 34-year-old electrical engineer 's body in the back seat .
Mr Perez is believed to have been on the phone to his family to reassure them he was okay after the Las Ramblas carnage when he was attacked . Abouyaaqoub later drove through a police roadblock at Sant Just Desvern on the outskirts of Barcelona , as police opened fire later on Thursday .
He abandoned the car nearly two miles away at the side of the road with the body of former aid worker Mr Perez still inside . It is not known if he then headed off on foot or found another vehicle .
One suggestion is that he might have headed to the wine-producing region in a bid to fit in as many Moroccans work in vineyards in the area .
Pere Pons , the mayor of Subirats , today posted an official notice on his council 's website praising the ` effort and professionalism ' of police in hunting down Abouyaaqoub . He said that officers had risked their lives to ` defend the democratic aspects of Catalan society ` .










The death of Abouyaacoub on Monday evening brings to an end the worst terror attack on Spanish soil in 13 years , as police say all 12 member of the cell which carried it out are either dead or arrested .
Those men are :
DEAD : Abdelbaki Es Satty - Thought to have masterminded the plot , he preached at a mosque in Ripoll where most of the attackers and suspects lived . Police confirmed on Monday that he was killed in an explosion in Alcanar on Wednesday
DEAD : Younes Abouyaaqoub - Police say he was the man behind the wheel of the van that killed 13 on Las Ramblas . He was tracked to the town of Subirats on Monday before being shot dead
DEAD : Moussa Oukabir - Shot dead in Cambrils on Friday morning after launching a gun and knife attack on pedestrians . He was initially named as the driver of the van in Barcelona
DEAD : Said Aallaa - The 18-year-old was from the village of Ribes de Freser and shot dead in Cambrils
DEAD : Mohamed Hychami - The 24-year-old lived in Ripoll and was shot dead by a police officer in Cambrils
DEAD : Omar Hychami - Mohamed 's brother , died alongside him in Cambrils . Their father believes they were radicalised by local imam Abdelbaki Es Satty
DEAD : Houssaine Abouyaaqoub - From Ripoll and shot dead in Cambrils , he is the brother of the Barcelona van driver suspect
DEAD : Youssef Aallaa - Spanish police say he was almost certainly killed in the blast in Alcanar




ARRESTED : Mohamed Houli Chemlal - Pulled from the rubble of the house in Alcanar , he was wounded but not killed and is now in detention . He is believed to be the group 's bomb-maker
ARRESTED : Salah El Karib - The owner of an internet cafe in Ripoll , he was detained on Friday at his house in the town 's north . His wife has protested his innocence
ARRESTED : Mohamed Aalaa - Owner of the car used in the Cambrils attack . Also detained at his house in north Ripoll on Friday . He is the brother of dead Cambrils attacker Said
ARRESTED : Driss Oubakir - The brother of dead Cambrils attacker Moussa . He handed himself over to police after it was revealed documents in his name were used to rent the van used in the Barcelona attack . He remains in detention and is being questioned","Younes Abouyaaquob , 22 , had been ` sleeping rough ' when he was shot dead"
